Threshold,False Positive Rate (x),True Positive Rate (y)
0.454000,0.769710,0.869295
0.455000,0.767635,0.852697
0.456000,0.757261,0.834025
0.457000,0.742739,0.825726
0.458000,0.721992,0.811203
0.459000,0.707469,0.802905
0.460000,0.688797,0.792531
0.461000,0.672199,0.788382
0.462000,0.651452,0.784232
0.463000,0.639004,0.773859
0.464000,0.630705,0.759336
0.465000,0.626556,0.755187
0.466000,0.614108,0.744813
0.467000,0.593361,0.740664
0.468000,0.587137,0.732365
0.469000,0.580913,0.726141
0.470000,0.570539,0.719917
0.471000,0.564315,0.713693
0.472000,0.562241,0.707469
0.473000,0.553942,0.703320
0.474000,0.547718,0.697095
0.475000,0.545643,0.688797
0.476000,0.539419,0.672199
0.477000,0.535270,0.663900
0.478000,0.531120,0.659751
0.479000,0.524896,0.649378
0.480000,0.516598,0.641079
0.481000,0.514523,0.628631
0.482000,0.510373,0.616183
0.483000,0.500000,0.612033
0.484000,0.491701,0.601660
0.485000,0.485477,0.595436
0.486000,0.475104,0.593361
0.487000,0.470954,0.593361
0.488000,0.462656,0.585062
0.489000,0.456432,0.578838
0.490000,0.441909,0.572614
0.491000,0.439834,0.568465
0.492000,0.429461,0.558091
0.493000,0.425311,0.551867
0.494000,0.419087,0.543568
0.495000,0.414938,0.541494
0.496000,0.408714,0.533195
0.497000,0.402490,0.524896
0.498000,0.400415,0.522822
0.499000,0.398340,0.518672
0.500000,0.387967,0.516598
0.501000,0.383817,0.506224
0.502000,0.381743,0.491701
0.503000,0.377593,0.487552
0.504000,0.377593,0.479253
0.505000,0.375519,0.468880
0.506000,0.373444,0.468880
0.507000,0.369295,0.460581
0.508000,0.367220,0.450207
0.509000,0.367220,0.446058
0.510000,0.360996,0.441909
0.511000,0.358921,0.435685
0.512000,0.354772,0.429461
0.513000,0.352697,0.425311
0.514000,0.342324,0.417012
0.515000,0.325726,0.417012
0.516000,0.323651,0.412863
0.517000,0.321577,0.410788
0.518000,0.313278,0.410788
0.519000,0.302905,0.410788
0.520000,0.296680,0.410788
0.521000,0.292531,0.410788
0.522000,0.286307,0.408714
0.523000,0.280083,0.404564
0.524000,0.278008,0.400415
0.525000,0.275934,0.396266
0.526000,0.271784,0.387967
0.527000,0.267635,0.381743
0.528000,0.261411,0.375519
0.529000,0.255187,0.375519
0.530000,0.253112,0.373444
0.531000,0.244813,0.371369
0.532000,0.238589,0.365145
0.533000,0.236515,0.363071
0.534000,0.236515,0.358921
0.535000,0.228216,0.354772
0.536000,0.221992,0.344398
0.537000,0.215768,0.338174
0.538000,0.209544,0.325726
0.539000,0.205394,0.317427
0.540000,0.199170,0.311203
0.541000,0.199170,0.298755
0.542000,0.199170,0.288382
0.543000,0.190871,0.280083
0.544000,0.180498,0.269710
0.545000,0.174274,0.267635
0.546000,0.163900,0.261411
0.547000,0.153527,0.259336
0.548000,0.149378,0.251037
0.549000,0.149378,0.240664
0.550000,0.143154,0.230290
0.551000,0.141079,0.211618
0.552000,0.141079,0.205394
0.553000,0.130705,0.201245
0.554000,0.128631,0.197095
0.555000,0.122407,0.184647
0.556000,0.116183,0.176349
0.557000,0.114108,0.172199
0.558000,0.109959,0.168050
0.559000,0.105809,0.157676
0.560000,0.105809,0.145228
0.561000,0.105809,0.141079
0.562000,0.105809,0.132780
0.563000,0.103734,0.126556
0.564000,0.101660,0.122407
0.565000,0.095436,0.118257
0.566000,0.091286,0.116183
0.567000,0.087137,0.114108
0.568000,0.082988,0.107884
0.569000,0.080913,0.105809
0.570000,0.076763,0.103734
0.571000,0.072614,0.095436
0.572000,0.070539,0.091286
0.573000,0.070539,0.089212
0.574000,0.066390,0.087137
0.575000,0.064315,0.080913
0.576000,0.064315,0.078838
0.577000,0.062241,0.078838
0.578000,0.058091,0.074689
0.579000,0.056017,0.074689
0.580000,0.049793,0.072614
0.581000,0.045643,0.072614
0.582000,0.041494,0.070539
0.583000,0.039419,0.070539
0.584000,0.037344,0.066390
0.585000,0.035270,0.064315
0.586000,0.031120,0.064315
0.587000,0.031120,0.062241
0.588000,0.024896,0.058091
0.589000,0.020747,0.058091
0.590000,0.020747,0.056017
0.591000,0.010373,0.053942
0.592000,0.010373,0.053942
0.593000,0.008299,0.051867
0.594000,0.006224,0.047718
0.595000,0.006224,0.041494
0.596000,0.006224,0.041494
0.597000,0.002075,0.041494
0.598000,0.002075,0.039419
0.599000,0.002075,0.039419
0.600000,0.000000,0.037344
0.601000,0.000000,0.035270
0.602000,0.000000,0.033195
0.603000,0.000000,0.026971
0.604000,0.000000,0.026971
0.605000,0.000000,0.022822
0.606000,0.000000,0.020747
0.607000,0.000000,0.020747
0.608000,0.000000,0.016598
0.609000,0.000000,0.012448
0.610000,0.000000,0.012448
0.611000,0.000000,0.008299
0.612000,0.000000,0.004149
0.613000,0.000000,0.004149
0.614000,0.000000,0.004149
0.615000,0.000000,0.004149
0.616000,0.000000,0.004149
0.617000,0.000000,0.004149
0.618000,0.000000,0.004149
0.619000,0.000000,0.002075
0.620000,0.000000,0.002075
0.621000,0.000000,0.002075
0.622000,0.000000,0.000000
0.623000,0.000000,0.000000
0.624000,0.000000,0.000000
0.625000,0.000000,0.000000
0.626000,0.000000,0.000000
0.627000,0.000000,0.000000
0.628000,0.000000,0.000000
0.629000,0.000000,0.000000
0.630000,0.000000,0.000000
0.631000,0.000000,0.000000
0.632000,0.000000,0.000000
0.633000,0.000000,0.000000
0.634000,0.000000,0.000000
0.635000,0.000000,0.000000
0.636000,0.000000,0.000000
0.637000,0.000000,0.000000
0.638000,0.000000,0.000000
0.639000,0.000000,0.000000
0.640000,0.000000,0.000000
0.641000,0.000000,0.000000
0.642000,0.000000,0.000000
0.643000,0.000000,0.000000
0.644000,0.000000,0.000000
0.645000,0.000000,0.000000
0.646000,0.000000,0.000000
0.647000,0.000000,0.000000
0.648000,0.000000,0.000000
0.649000,0.000000,0.000000
0.650000,0.000000,0.000000
0.651000,0.000000,0.000000
0.652000,0.000000,0.000000
0.653000,0.000000,0.000000
0.654000,0.000000,0.000000
0.655000,0.000000,0.000000
0.656000,0.000000,0.000000
0.657000,0.000000,0.000000
0.658000,0.000000,0.000000
0.659000,0.000000,0.000000
0.660000,0.000000,0.000000
0.661000,0.000000,0.000000
0.662000,0.000000,0.000000
0.663000,0.000000,0.000000
0.664000,0.000000,0.000000
0.665000,0.000000,0.000000
0.666000,0.000000,0.000000
0.667000,0.000000,0.000000
0.668000,0.000000,0.000000
0.669000,0.000000,0.000000
0.670000,0.000000,0.000000
0.671000,0.000000,0.000000
0.672000,0.000000,0.000000
0.673000,0.000000,0.000000
0.674000,0.000000,0.000000
0.675000,0.000000,0.000000
0.676000,0.000000,0.000000
0.677000,0.000000,0.000000
0.678000,0.000000,0.000000
0.679000,0.000000,0.000000
0.680000,0.000000,0.000000
0.681000,0.000000,0.000000
0.682000,0.000000,0.000000
0.683000,0.000000,0.000000
0.684000,0.000000,0.000000
0.685000,0.000000,0.000000
0.686000,0.000000,0.000000
0.687000,0.000000,0.000000
0.688000,0.000000,0.000000
0.689000,0.000000,0.000000
0.690000,0.000000,0.000000
0.691000,0.000000,0.000000
0.692000,0.000000,0.000000
0.693000,0.000000,0.000000
0.694000,0.000000,0.000000
0.695000,0.000000,0.000000
0.696000,0.000000,0.000000
0.697000,0.000000,0.000000
0.698000,0.000000,0.000000
0.699000,0.000000,0.000000
0.700000,0.000000,0.000000
0.701000,0.000000,0.000000
0.702000,0.000000,0.000000
0.703000,0.000000,0.000000
0.704000,0.000000,0.000000
0.705000,0.000000,0.000000
0.706000,0.000000,0.000000
0.707000,0.000000,0.000000
0.708000,0.000000,0.000000
0.709000,0.000000,0.000000
0.710000,0.000000,0.000000
0.711000,0.000000,0.000000
0.712000,0.000000,0.000000
0.713000,0.000000,0.000000
0.714000,0.000000,0.000000
0.715000,0.000000,0.000000
0.716000,0.000000,0.000000
0.717000,0.000000,0.000000
0.718000,0.000000,0.000000
0.719000,0.000000,0.000000
0.720000,0.000000,0.000000
0.721000,0.000000,0.000000
0.722000,0.000000,0.000000
0.723000,0.000000,0.000000
0.724000,0.000000,0.000000
0.725000,0.000000,0.000000
0.726000,0.000000,0.000000
0.727000,0.000000,0.000000
0.728000,0.000000,0.000000
0.729000,0.000000,0.000000
0.730000,0.000000,0.000000
0.731000,0.000000,0.000000
0.732000,0.000000,0.000000
0.733000,0.000000,0.000000
0.734000,0.000000,0.000000
0.735000,0.000000,0.000000
0.736000,0.000000,0.000000
0.737000,0.000000,0.000000
0.738000,0.000000,0.000000
0.739000,0.000000,0.000000
0.740000,0.000000,0.000000
0.741000,0.000000,0.000000
0.742000,0.000000,0.000000
0.743000,0.000000,0.000000
0.744000,0.000000,0.000000
0.745000,0.000000,0.000000
0.746000,0.000000,0.000000
0.747000,0.000000,0.000000
0.748000,0.000000,0.000000
0.749000,0.000000,0.000000
0.750000,0.000000,0.000000
0.751000,0.000000,0.000000
0.752000,0.000000,0.000000
0.753000,0.000000,0.000000
0.754000,0.000000,0.000000
0.755000,0.000000,0.000000
0.756000,0.000000,0.000000
0.757000,0.000000,0.000000
0.758000,0.000000,0.000000
0.759000,0.000000,0.000000
0.760000,0.000000,0.000000
0.761000,0.000000,0.000000
0.762000,0.000000,0.000000
0.763000,0.000000,0.000000
0.764000,0.000000,0.000000
0.765000,0.000000,0.000000
0.766000,0.000000,0.000000
0.767000,0.000000,0.000000
0.768000,0.000000,0.000000
0.769000,0.000000,0.000000
0.770000,0.000000,0.000000
0.771000,0.000000,0.000000
0.772000,0.000000,0.000000
0.773000,0.000000,0.000000
0.774000,0.000000,0.000000
0.775000,0.000000,0.000000
0.776000,0.000000,0.000000
0.777000,0.000000,0.000000
0.778000,0.000000,0.000000
0.779000,0.000000,0.000000
0.780000,0.000000,0.000000
0.781000,0.000000,0.000000
0.782000,0.000000,0.000000
0.783000,0.000000,0.000000
0.784000,0.000000,0.000000
0.785000,0.000000,0.000000
0.786000,0.000000,0.000000
0.787000,0.000000,0.000000
0.788000,0.000000,0.000000
0.789000,0.000000,0.000000
0.790000,0.000000,0.000000
0.791000,0.000000,0.000000
0.792000,0.000000,0.000000
0.793000,0.000000,0.000000
0.794000,0.000000,0.000000
0.795000,0.000000,0.000000
0.796000,0.000000,0.000000
0.797000,0.000000,0.000000
0.798000,0.000000,0.000000
0.799000,0.000000,0.000000
0.800000,0.000000,0.000000
0.801000,0.000000,0.000000
0.802000,0.000000,0.000000
0.803000,0.000000,0.000000
0.804000,0.000000,0.000000
0.805000,0.000000,0.000000
0.806000,0.000000,0.000000
0.807000,0.000000,0.000000
0.808000,0.000000,0.000000
0.809000,0.000000,0.000000
0.810000,0.000000,0.000000
0.811000,0.000000,0.000000
0.812000,0.000000,0.000000
0.813000,0.000000,0.000000
0.814000,0.000000,0.000000
0.815000,0.000000,0.000000
0.816000,0.000000,0.000000
0.817000,0.000000,0.000000
0.818000,0.000000,0.000000
0.819000,0.000000,0.000000
0.820000,0.000000,0.000000
0.821000,0.000000,0.000000
0.822000,0.000000,0.000000
0.823000,0.000000,0.000000
0.824000,0.000000,0.000000
0.825000,0.000000,0.000000
0.826000,0.000000,0.000000
0.827000,0.000000,0.000000
0.828000,0.000000,0.000000
0.829000,0.000000,0.000000
0.830000,0.000000,0.000000
0.831000,0.000000,0.000000
0.832000,0.000000,0.000000
0.833000,0.000000,0.000000
0.834000,0.000000,0.000000
0.835000,0.000000,0.000000
0.836000,0.000000,0.000000
0.837000,0.000000,0.000000
0.838000,0.000000,0.000000
0.839000,0.000000,0.000000
0.840000,0.000000,0.000000
0.841000,0.000000,0.000000
0.842000,0.000000,0.000000
0.843000,0.000000,0.000000
0.844000,0.000000,0.000000
0.845000,0.000000,0.000000
0.846000,0.000000,0.000000
0.847000,0.000000,0.000000
0.848000,0.000000,0.000000
0.849000,0.000000,0.000000
0.850000,0.000000,0.000000
0.851000,0.000000,0.000000
0.852000,0.000000,0.000000
0.853000,0.000000,0.000000
0.854000,0.000000,0.000000
0.855000,0.000000,0.000000
0.856000,0.000000,0.000000
0.857000,0.000000,0.000000
0.858000,0.000000,0.000000
0.859000,0.000000,0.000000
0.860000,0.000000,0.000000
0.861000,0.000000,0.000000
0.862000,0.000000,0.000000
0.863000,0.000000,0.000000
0.864000,0.000000,0.000000
0.865000,0.000000,0.000000
0.866000,0.000000,0.000000
0.867000,0.000000,0.000000
0.868000,0.000000,0.000000
0.869000,0.000000,0.000000
0.870000,0.000000,0.000000
0.871000,0.000000,0.000000
0.872000,0.000000,0.000000
0.873000,0.000000,0.000000
0.874000,0.000000,0.000000
0.875000,0.000000,0.000000
0.876000,0.000000,0.000000
0.877000,0.000000,0.000000
0.878000,0.000000,0.000000
0.879000,0.000000,0.000000
0.880000,0.000000,0.000000
0.881000,0.000000,0.000000
0.882000,0.000000,0.000000
0.883000,0.000000,0.000000
0.884000,0.000000,0.000000
0.885000,0.000000,0.000000
0.886000,0.000000,0.000000
0.887000,0.000000,0.000000
0.888000,0.000000,0.000000
0.889000,0.000000,0.000000
0.890000,0.000000,0.000000
0.891000,0.000000,0.000000
0.892000,0.000000,0.000000
0.893000,0.000000,0.000000
0.894000,0.000000,0.000000
0.895000,0.000000,0.000000
0.896000,0.000000,0.000000
0.897000,0.000000,0.000000
0.898000,0.000000,0.000000
0.899000,0.000000,0.000000
0.900000,0.000000,0.000000
0.901000,0.000000,0.000000
0.902000,0.000000,0.000000
0.903000,0.000000,0.000000
0.904000,0.000000,0.000000
0.905000,0.000000,0.000000
0.906000,0.000000,0.000000
0.907000,0.000000,0.000000
0.908000,0.000000,0.000000
0.909000,0.000000,0.000000
0.910000,0.000000,0.000000
0.911000,0.000000,0.000000
0.912000,0.000000,0.000000
0.913000,0.000000,0.000000
0.914000,0.000000,0.000000
0.915000,0.000000,0.000000
0.916000,0.000000,0.000000
0.917000,0.000000,0.000000
0.918000,0.000000,0.000000
0.919000,0.000000,0.000000
0.920000,0.000000,0.000000
0.921000,0.000000,0.000000
0.922000,0.000000,0.000000
0.923000,0.000000,0.000000
0.924000,0.000000,0.000000
0.925000,0.000000,0.000000
0.926000,0.000000,0.000000
0.927000,0.000000,0.000000
0.928000,0.000000,0.000000
